ID,Scope,Level 1,Level 2,Level 3,Level 4,Column Text,UOM,GHG/Unit,GHG Conversion Factor 2025
11_100_1007_7_1,Scope 3,WTT- fuels,Gaseous fuels,Propane,,,kWh (Net CV),kg CO2e,0.02736
11_100_1007_6_1,Scope 3,WTT- fuels,Gaseous fuels,Propane,,,kWh (Gross CV),kg CO2e,0.02519
11_101_1008_15_1,Scope 3,WTT- fuels,Liquid fuels,Aviation spirit,,,tonnes,kg CO2e,813.26357
11_101_1008_8_1,Scope 3,WTT- fuels,Liquid fuels,Aviation spirit,,,litres,kg CO2e,0.61425
11_101_1008_7_1,Scope 3,WTT- fuels,Liquid fuels,Aviation spirit,,,kWh (Net CV),kg CO2e,0.06582
11_101_1008_6_1,Scope 3,WTT- fuels,Liquid fuels,Aviation spirit,,,kWh (Gross CV),kg CO2e,0.06253
11_101_1009_15_1,Scope 3,WTT- fuels,Liquid fuels,Aviation turbine fuel,,,tonnes,kg CO2e,661.79468
11_101_1009_8_1,Scope 3,WTT- fuels,Liquid fuels,Aviation turbine fuel,,,litres,kg CO2e,0.52817
11_101_1009_7_1,Scope 3,WTT- fuels,Liquid fuels,Aviation turbine fuel,,,kWh (Net CV),kg CO2e,0.05424
11_101_1009_6_1,Scope 3,WTT- fuels,Liquid fuels,Aviation turbine fuel,,,kWh (Gross CV),kg CO2e,0.05153
11_101_1010_15_1,Scope 3,WTT- fuels,Liquid fuels,Burning oil,,,tonnes,kg CO2e,660.82605
11_101_1010_8_1,Scope 3,WTT- fuels,Liquid fuels,Burning oil,,,litres,kg CO2e,0.53078
11_101_1010_7_1,Scope 3,WTT- fuels,Liquid fuels,Burning oil,,,kWh (Net CV),kg CO2e,0.05424
11_101_1010_6_1,Scope 3,WTT- fuels,Liquid fuels,Burning oil,,,kWh (Gross CV),kg CO2e,0.05153
11_101_1011_15_1,Scope 3,WTT- fuels,Liquid fuels,Diesel (average biofuel blend),,,tonnes,kg CO2e,733.64436
11_101_1011_8_1,Scope 3,WTT- fuels,Liquid fuels,Diesel (average biofuel blend),,,litres,kg CO2e,0.61101
11_101_1011_7_1,Scope 3,WTT- fuels,Liquid fuels,Diesel (average biofuel blend),,,kWh (Net CV),kg CO2e,0.06181
11_101_1011_6_1,Scope 3,WTT- fuels,Liquid fuels,Diesel (average biofuel blend),,,kWh (Gross CV),kg CO2e,0.05816
11_101_1012_15_1,Scope 3,WTT- fuels,Liquid fuels,Diesel (100% mineral diesel),,,tonnes,kg CO2e,752.0276
11_101_1012_8_1,Scope 3,WTT- fuels,Liquid fuels,Diesel (100% mineral diesel),,,litres,kg CO2e,0.62409
11_101_1012_7_1,Scope 3,WTT- fuels,Liquid fuels,Diesel (100% mineral diesel),,,kWh (Net CV),kg CO2e,0.06291
11_101_1012_6_1,Scope 3,WTT- fuels,Liquid fuels,Diesel (100% mineral diesel),,,kWh (Gross CV),kg CO2e,0.05913
11_101_1013_15_1,Scope 3,WTT- fuels,Liquid fuels,Fuel oil,,,tonnes,kg CO2e,714.86545
11_101_1013_8_1,Scope 3,WTT- fuels,Liquid fuels,Fuel oil,,,litres,kg CO2e,0.69539
11_101_1013_7_1,Scope 3,WTT- fuels,Liquid fuels,Fuel oil,,,kWh (Net CV),kg CO2e,0.06291
11_101_1013_6_1,Scope 3,WTT- fuels,Liquid fuels,Fuel oil,,,kWh (Gross CV),kg CO2e,0.05913
11_101_1014_15_1,Scope 3,WTT- fuels,Liquid fuels,Gas oil,,,tonnes,kg CO2e,743.83524
11_101_1014_8_1,Scope 3,WTT- fuels,Liquid fuels,Gas oil,,,litres,kg CO2e,0.62665
11_101_1014_7_1,Scope 3,WTT- fuels,Liquid fuels,Gas oil,,,kWh (Net CV),kg CO2e,0.06291
11_101_1014_6_1,Scope 3,WTT- fuels,Liquid fuels,Gas oil,,,kWh (Gross CV),kg CO2e,0.05913
11_101_1015_15_1,Scope 3,WTT- fuels,Liquid fuels,Lubricants,,,tonnes,kg CO2e,1116.83712
11_101_1015_8_1,Scope 3,WTT- fuels,Liquid fuels,Lubricants,,,litres,kg CO2e,
11_101_1015_7_1,Scope 3,WTT- fuels,Liquid fuels,Lubricants,,,kWh (Net CV),kg CO2e,0.09828
11_101_1015_6_1,Scope 3,WTT- fuels,Liquid fuels,Lubricants,,,kWh (Gross CV),kg CO2e,0.09238
11_101_1016_15_1,Scope 3,WTT- fuels,Liquid fuels,Naphtha,,,tonnes,kg CO2e,640.41464
11_101_1016_8_1,Scope 3,WTT- fuels,Liquid fuels,Naphtha,,,litres,kg CO2e,
11_101_1016_7_1,Scope 3,WTT- fuels,Liquid fuels,Naphtha,,,kWh (Net CV),kg CO2e,0.05076
11_101_1016_6_1,Scope 3,WTT- fuels,Liquid fuels,Naphtha,,,kWh (Gross CV),kg CO2e,0.04822
11_101_1017_15_1,Scope 3,WTT- fuels,Liquid fuels,Petrol (average biofuel blend),,,tonnes,kg CO2e,777.33392
11_101_1017_8_1,Scope 3,WTT- fuels,Liquid fuels,Petrol (average biofuel blend),,,litres,kg CO2e,0.58094
11_101_1017_7_1,Scope 3,WTT- fuels,Liquid fuels,Petrol (average biofuel blend),,,kWh (Net CV),kg CO2e,0.0648
11_101_1017_6_1,Scope 3,WTT- fuels,Liquid fuels,Petrol (average biofuel blend),,,kWh (Gross CV),kg CO2e,0.0614
11_101_1018_15_1,Scope 3,WTT- fuels,Liquid fuels,Petrol (100% mineral petrol),,,tonnes,kg CO2e,815.93523
11_101_1018_8_1,Scope 3,WTT- fuels,Liquid fuels,Petrol (100% mineral petrol),,,litres,kg CO2e,0.60664
11_101_1018_7_1,Scope 3,WTT- fuels,Liquid fuels,Petrol (100% mineral petrol),,,kWh (Net CV),kg CO2e,0.06582
11_101_1018_6_1,Scope 3,WTT- fuels,Liquid fuels,Petrol (100% mineral petrol),,,kWh (Gross CV),kg CO2e,0.06253
11_101_1019_15_1,Scope 3,WTT- fuels,Liquid fuels,Processed fuel oils - residual oil,,,tonnes,kg CO2e,1132.08149
11_101_1019_8_1,Scope 3,WTT- fuels,Liquid fuels,Processed fuel oils - residual oil,,,litres,kg CO2e,1.10125
11_101_1019_7_1,Scope 3,WTT- fuels,Liquid fuels,Processed fuel oils - residual oil,,,kWh (Net CV),kg CO2e,0.09962
11_101_1019_6_1,Scope 3,WTT- fuels,Liquid fuels,Processed fuel oils - residual oil,,,kWh (Gross CV),kg CO2e,0.09364
11_101_1020_15_1,Scope 3,WTT- fuels,Liquid fuels,Processed fuel oils - distillate oil,,,tonnes,kg CO2e,1123.49881
11_101_1020_8_1,Scope 3,WTT- fuels,Liquid fuels,Processed fuel oils - distillate oil,,,litres,kg CO2e,0.9465
11_101_1020_7_1,Scope 3,WTT- fuels,Liquid fuels,Processed fuel oils - distillate oil,,,kWh (Net CV),kg CO2e,0.09501
11_101_1020_6_1,Scope 3,WTT- fuels,Liquid fuels,Processed fuel oils - distillate oil,,,kWh (Gross CV),kg CO2e,0.08931
11_101_1021_15_1,Scope 3,WTT- fuels,Liquid fuels,Refinery miscellaneous,,,tonnes,kg CO2e,348.98258
11_101_1021_8_1,Scope 3,WTT- fuels,Liquid fuels,Refinery miscellaneous,,,litres,kg CO2e,
11_101_1021_7_1,Scope 3,WTT- fuels,Liquid fuels,Refinery miscellaneous,,,kWh (Net CV),kg CO2e,0.03077
11_101_1021_6_1,Scope 3,WTT- fuels,Liquid fuels,Refinery miscellaneous,,,kWh (Gross CV),kg CO2e,0.02923
11_101_1022_15_1,Scope 3,WTT- fuels,Liquid fuels,Waste oils,,,tonnes,kg CO2e,1116.83712
11_101_1022_8_1,Scope 3,WTT- fuels,Liquid fuels,Waste oils,,,litres,kg CO2e,
11_101_1022_7_1,Scope 3,WTT- fuels,Liquid fuels,Waste oils,,,kWh (Net CV),kg CO2e,0.09526
11_101_1022_6_1,Scope 3,WTT- fuels,Liquid fuels,Waste oils,,,kWh (Gross CV),kg CO2e,0.08895
11_101_1023_15_1,Scope 3,WTT- fuels,Liquid fuels,Marine gas oil,,,tonnes,kg CO2e,743.83524
11_101_1023_8_1,Scope 3,WTT- fuels,Liquid fuels,Marine gas oil,,,litres,kg CO2e,0.62665
11_101_1023_7_1,Scope 3,WTT- fuels,Liquid fuels,Marine gas oil,,,kWh (Net CV),kg CO2e,0.06291
11_101_1023_6_1,Scope 3,WTT- fuels,Liquid fuels,Marine gas oil,,,kWh (Gross CV),kg CO2e,0.05913
11_101_1024_15_1,Scope 3,WTT- fuels,Liquid fuels,Marine fuel oil,,,tonnes,kg CO2e,714.86545
11_101_1024_8_1,Scope 3,WTT- fuels,Liquid fuels,Marine fuel oil,,,litres,kg CO2e,0.69539
11_101_1024_7_1,Scope 3,WTT- fuels,Liquid fuels,Marine fuel oil,,,kWh (Net CV),kg CO2e,0.06291
11_101_1024_6_1,Scope 3,WTT- fuels,Liquid fuels,Marine fuel oil,,,kWh (Gross CV),kg CO2e,0.05913
11_102_1025_15_1,Scope 3,WTT- fuels,Solid fuels,Coal (industrial),,,tonnes,kg CO2e,418.14964
11_102_1025_7_1,Scope 3,WTT- fuels,Solid fuels,Coal (industrial),,,kWh (Net CV),kg CO2e,0.05925
11_102_1025_6_1,Scope 3,WTT- fuels,Solid fuels,Coal (industrial),,,kWh (Gross CV),kg CO2e,0.05629
11_102_1026_15_1,Scope 3,WTT- fuels,Solid fuels,Coal (electricity generation),,,tonnes,kg CO2e,390.06647
11_102_1026_7_1,Scope 3,WTT- fuels,Solid fuels,Coal (electricity generation),,,kWh (Net CV),kg CO2e,0.05925
11_102_1026_6_1,Scope 3,WTT- fuels,Solid fuels,Coal (electricity generation),,,kWh (Gross CV),kg CO2e,0.05629
11_102_1027_15_1,Scope 3,WTT- fuels,Solid fuels,Coal (domestic),,,tonnes,kg CO2e,470.95724
11_102_1027_7_1,Scope 3,WTT- fuels,Solid fuels,Coal (domestic),,,kWh (Net CV),kg CO2e,0.05925
11_102_1027_6_1,Scope 3,WTT- fuels,Solid fuels,Coal (domestic),,,kWh (Gross CV),kg CO2e,0.05629
11_102_1028_15_1,Scope 3,WTT- fuels,Solid fuels,Coking coal,,,tonnes,kg CO2e,497.73658
11_102_1028_7_1,Scope 3,WTT- fuels,Solid fuels,Coking coal,,,kWh (Net CV),kg CO2e,0.05925
11_102_1028_6_1,Scope 3,WTT- fuels,Solid fuels,Coking coal,,,kWh (Gross CV),kg CO2e,0.05629
11_102_1029_15_1,Scope 3,WTT- fuels,Solid fuels,Petroleum coke,,,tonnes,kg CO2e,402.62468
11_102_1029_7_1,Scope 3,WTT- fuels,Solid fuels,Petroleum coke,,,kWh (Net CV),kg CO2e,0.04267
11_102_1029_6_1,Scope 3,WTT- fuels,Solid fuels,Petroleum coke,,,kWh (Gross CV),kg CO2e,0.04053
11_102_1030_15_1,Scope 3,WTT- fuels,Solid fuels,Coal (electricity generation - home produced coal only),,,tonnes,kg CO2e,389.45704
11_102_1030_7_1,Scope 3,WTT- fuels,Solid fuels,Coal (electricity generation - home produced coal only),,,kWh (Net CV),kg CO2e,0.05925
11_102_1030_6_1,Scope 3,WTT- fuels,Solid fuels,Coal (electricity generation - home produced coal only),,,kWh (Gross CV),kg CO2e,0.05629
12_900_1031_8_1,Scope 3,WTT- bioenergy,WTT- biofuel,Bioethanol,,,litres,kg CO2e,0.61516
12_900_1031_2_1,Scope 3,WTT- bioenergy,WTT- biofuel,Bioethanol,,,GJ,kg CO2e,28.909
12_900_1031_3_1,Scope 3,WTT- bioenergy,WTT- biofuel,Bioethanol,,,kg,kg CO2e,0.77476
12_900_1032_8_1,Scope 3,WTT- bioenergy,WTT- biofuel,Biodiesel ME,,,litres,kg CO2e,0.39508
12_900_1032_2_1,Scope 3,WTT- bioenergy,WTT- biofuel,Biodiesel ME,,,GJ,kg CO2e,11.933
12_900_1032_3_1,Scope 3,WTT- bioenergy,WTT- biofuel,Biodiesel ME,,,kg,kg CO2e,0.44391
12_900_1033_8_1,Scope 3,WTT- bioenergy,WTT- biofuel,Biomethane (compressed),,,litres,kg CO2e,
12_900_1033_2_1,Scope 3,WTT- bioenergy,WTT- biofuel,Biomethane (compressed),,,GJ,kg CO2e,15.797
12_900_1033_3_1,Scope 3,WTT- bioenergy,WTT- biofuel,Biomethane (compressed),,,kg,kg CO2e,0.77405
12_900_1034_8_1,Scope 3,WTT- bioenergy,WTT- biofuel,Biodiesel ME (from used cooking oil),,,litres,kg CO2e,0.3534
12_900_1034_2_1,Scope 3,WTT- bioenergy,WTT- biofuel,Biodiesel ME (from used cooking oil),,,GJ,kg CO2e,10.6742
12_900_1034_3_1,Scope 3,WTT- bioenergy,WTT- biofuel,Biodiesel ME (from used cooking oil),,,kg,kg CO2e,0.39708
12_900_1035_8_1,Scope 3,WTT- bioenergy,WTT- biofuel,Biodiesel ME (from Tallow),,,litres,kg CO2e,0.53232
12_900_1035_2_1,Scope 3,WTT- bioenergy,WTT- biofuel,Biodiesel ME (from Tallow),,,GJ,kg CO2e,16.07836
12_900_1035_3_1,Scope 3,WTT- bioenergy,WTT- biofuel,Biodiesel ME (from Tallow),,,kg,kg CO2e,0.59812
12_900_1036_8_1,Scope 3,WTT- bioenergy,WTT- biofuel,Biodiesel HVO,,,litres,kg CO2e,0.56439
12_900_1036_2_1,Scope 3,WTT- bioenergy,WTT- biofuel,Biodiesel HVO,,,GJ,kg CO2e,16.445
12_900_1036_3_1,Scope 3,WTT- bioenergy,WTT- biofuel,Biodiesel HVO,,,kg,kg CO2e,0.72358
12_900_1037_8_1,Scope 3,WTT- bioenergy,WTT- biofuel,Biopropane,,,litres,kg CO2e,0.15752
12_900_1037_2_1,Scope 3,WTT- bioenergy,WTT- biofuel,Biopropane,,,GJ,kg CO2e,6.613
12_900_1037_3_1,Scope 3,WTT- bioenergy,WTT- biofuel,Biopropane,,,kg,kg CO2e,0.30684
12_900_1038_8_1,Scope 3,WTT- bioenergy,WTT- biofuel,Development diesel,,,litres,kg CO2e,0.83338
12_900_1038_2_1,Scope 3,WTT- bioenergy,WTT- biofuel,Development diesel,,,GJ,kg CO2e,23.32
12_900_1038_3_1,Scope 3,WTT- bioenergy,WTT- biofuel,Development diesel,,,kg,kg CO2e,1.0034
12_900_1039_8_1,Scope 3,WTT- bioenergy,WTT- biofuel,Development petrol,,,litres,kg CO2e,0.76505
12_900_1039_2_1,Scope 3,WTT- bioenergy,WTT- biofuel,Development petrol,,,GJ,kg CO2e,23.097
12_900_1039_3_1,Scope 3,WTT- bioenergy,WTT- biofuel,Development petrol,,,kg,kg CO2e,1.03129
12_900_1040_8_1,Scope 3,WTT- bioenergy,WTT- biofuel,Off road biodiesel,,,litres,kg CO2e,0.39508
12_900_1040_2_1,Scope 3,WTT- bioenergy,WTT- biofuel,Off road biodiesel,,,GJ,kg CO2e,11.933
12_900_1040_3_1,Scope 3,WTT- bioenergy,WTT- biofuel,Off road biodiesel,,,kg,kg CO2e,0.44391
12_900_1041_8_1,Scope 3,WTT- bioenergy,WTT- biofuel,Biomethane (liquified),,,litres,kg CO2e,
12_900_1041_2_1,Scope 3,WTT- bioenergy,WTT- biofuel,Biomethane (liquified),,,GJ,kg CO2e,23.903
12_900_1041_3_1,Scope 3,WTT- bioenergy,WTT- biofuel,Biomethane (liquified),,,kg,kg CO2e,1.17125
12_900_1042_8_1,Scope 3,WTT- bioenergy,WTT- biofuel,Methanol (bio),,,litres,kg CO2e,0.59414
12_900_1042_2_1,Scope 3,WTT- bioenergy,WTT- biofuel,Methanol (bio),,,GJ,kg CO2e,37.597
12_900_1042_3_1,Scope 3,WTT- bioenergy,WTT- biofuel,Methanol (bio),,,kg,kg CO2e,0.74923
12_900_1049_8_1,Scope 3,WTT- bioenergy,WTT- biofuel,Avtur (renewable),,,litres,kg CO2e,0.53386
12_900_1049_2_1,Scope 3,WTT- bioenergy,WTT- biofuel,Avtur (renewable),,,GJ,kg CO2e,15.256
12_900_1049_3_1,Scope 3,WTT- bioenergy,WTT- biofuel,Avtur (renewable),,,kg,kg CO2e,0.67052
12_901_1043_15_1,Scope 3,WTT- bioenergy,WTT- biomass,Wood logs,,,tonnes,kg CO2e,52.14
12_901_1043_5_1,Scope 3,WTT- bioenergy,WTT- biomass,Wood logs,,,kWh,kg CO2e,0.01277
12_901_1044_15_1,Scope 3,WTT- bioenergy,WTT- biomass,Wood chips,,,tonnes,kg CO2e,30.4
12_901_1044_5_1,Scope 3,WTT- bioenergy,WTT- biomass,Wood chips,,,kWh,kg CO2e,0.00792
12_901_1045_15_1,Scope 3,WTT- bioenergy,WTT- biomass,Wood pellets,,,tonnes,kg CO2e,177
12_901_1045_5_1,Scope 3,WTT- bioenergy,WTT- biomass,Wood pellets,,,kWh,kg CO2e,0.03744
12_901_1046_15_1,Scope 3,WTT- bioenergy,WTT- biomass,Grass/straw,,,tonnes,kg CO2e,68.65
12_901_1046_5_1,Scope 3,WTT- bioenergy,WTT- biomass,Grass/straw,,,kWh,kg CO2e,0.01604
12_902_1047_15_1,Scope 3,WTT- bioenergy,WTT- biogas,Biogas,,,tonnes,kg CO2e,102.85714
12_902_1047_5_1,Scope 3,WTT- bioenergy,WTT- biogas,Biogas,,,kWh,kg CO2e,0.01851
12_902_1048_15_1,Scope 3,WTT- bioenergy,WTT- biogas,Landfill gas,,,tonnes,kg CO2e,0
12_902_1048_5_1,Scope 3,WTT- bioenergy,WTT- biogas,Landfill gas,,,kWh,kg CO2e,0
13_402_4000_5_1,Scope 3,Transmission and distribution,T&D- UK electricity,Electricity: UK,kWh,,kWh,kg CO2e,0.01853
13_402_4000_5_2,Scope 3,Transmission and distribution,T&D- UK electricity,Electricity: UK,kWh,,kWh,kg CO2e of CO2 per unit,0.01834
13_402_4000_5_3,Scope 3,Transmission and distribution,T&D- UK electricity,Electricity: UK,kWh,,kWh,kg CO2e of CH4 per unit,0.00008
13_402_4000_5_4,Scope 3,Transmission and distribution,T&D- UK electricity,Electricity: UK,kWh,,kWh,kg CO2e of N2O per unit,0.00011
13_403_4004_5_1,Scope 3,Transmission and distribution,Distribution - district heat & steam,5% loss,kWh,,kWh,kg CO2e,0.00945
13_403_4004_5_2,Scope 3,Transmission and distribution,Distribution - district heat & steam,5% loss,kWh,,kWh,kg CO2e of CO2 per unit,0.00936
13_403_4004_5_3,Scope 3,Transmission and distribution,Distribution - district heat & steam,5% loss,kWh,,kWh,kg CO2e of CH4 per unit,0.00007
13_403_4004_5_4,Scope 3,Transmission and distribution,Distribution - district heat & steam,5% loss,kWh,,kWh,kg CO2e of N2O per unit,0.00003
14_300_3003_4_1,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Mini,,Plug-in Hybrid Electric Vehicle,km,kg CO2e,
14_300_3003_4_2,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Mini,,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,
14_300_3003_4_3,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Mini,,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,
14_300_3003_4_4,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Mini,,Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,
14_300_3004_4_1,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Mini,,Battery Electric Vehicle,km,kg CO2e,0.00314
14_300_3004_4_2,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Mini,,Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.00311
14_300_3004_4_3,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Mini,,Battery Electric Vehicle,km,kg CO2e of CH4 per unit,0.00001
14_300_3004_4_4,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Mini,,Battery Electric Vehicle,km,kg CO2e of N2O per unit,0.00002
14_300_3003_9_1,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Mini,,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,
14_300_3003_9_2,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Mini,,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CO2 per unit,
14_300_3003_9_3,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Mini,,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CH4 per unit,
14_300_3003_9_4,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Mini,,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of N2O per unit,
14_300_3004_9_1,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Mini,,Battery Electric Vehicle,miles,kg CO2e,0.00507
14_300_3004_9_2,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Mini,,Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.00501
14_300_3004_9_3,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Mini,,Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00002
14_300_3004_9_4,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Mini,,Battery Electric Vehicle,miles,kg CO2e of N2O per unit,0.00004
14_300_3008_4_1,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.00252
14_300_3008_4_2,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,0.00249
14_300_3008_4_3,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,0.00001
14_300_3008_4_4,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,0.00002
14_300_3009_4_1,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Battery Electric Vehicle,km,kg CO2e,0.00357
14_300_3009_4_2,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.00354
14_300_3009_4_3,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Battery Electric Vehicle,km,kg CO2e of CH4 per unit,0.00001
14_300_3009_4_4,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Battery Electric Vehicle,km,kg CO2e of N2O per unit,0.00002
14_300_3008_9_1,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.00406
14_300_3008_9_2,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CO2 per unit,0.00401
14_300_3008_9_3,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00002
14_300_3008_9_4,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of N2O per unit,0.00003
14_300_3009_9_1,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Battery Electric Vehicle,miles,kg CO2e,0.00576
14_300_3009_9_2,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.0057
14_300_3009_9_3,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00002
14_300_3009_9_4,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Supermini,,Battery Electric Vehicle,miles,kg CO2e of N2O per unit,0.00004
14_300_3013_4_1,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.00094
14_300_3013_4_2,Scope 3,UK electricity T&D for EVs,Cars (by market segment),Lower medium,,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,0.00092
